NOV_ISSUED_DATE,NOV_NUMBER,STREET_NO,DIR,STREET_NME,VIOLATION_DESCRIPTION
6/16/2019,P005771073,7900,S,HALSTED,8-4-081(a)     Public Urination
6/16/2019,P005770622,7900,S,HALSTED,8-4-081(a)     Public Urination
6/16/2019,P005821965,1600,W,89TH ST,8-4-081(a)     Public Urination
6/16/2019,P005794708,10,N,STATE,8-4-081(a)     Public Urination
6/17/2019,P005297326,2900,N,DIVISION,8-4-081(a)     Public Urination
6/17/2019,P005593824,7900,S,AVALON,8-4-081(a)     Public Urination
6/17/2019,P005789208,10,W,95TH ST,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
6/17/2019,P005627055,4900,N,MILWAUKEE,8-4-081(a)     Public Urination
6/17/2019,P005765629,1000,W,ARGYLE,8-4-081(a)     Public Urination
6/17/2019,P005812057,7100,S,WESTERN,8-4-081(a)     Public Urination
6/17/2019,P005799531,6300,S,VERNON,8-4-081(a)     Public Urination
6/17/2019,P005794709,2500,S,KEDZIE,8-4-081(a)     Public Urination
6/18/2019,P005451067,10,S,LOCKWOOD,8-4-081(a)     Public Urination
6/18/2019,P005563178,3300,S,HALSTED,8-4-081(a)     Public Urination
6/18/2019,P005687938,7600,S,KINGSTON,8-4-081(a)     Public Urination
6/18/2019,P005691567,1200,W,DIVERSEY,8-4-081(a)     Public Urination
6/18/2019,P005691732,3100,N,BROADWAY,8-4-081(a)     Public Urination
6/18/2019,P005647323,4500,W,ADAMS,8-4-081(a)     Public Urination
6/18/2019,P005650590,7300,W,BELMONT,8-4-081(a)     Public Urination
6/18/2019,P005720983,4500,W,MADISON ST,8-4-081(a)     Public Urination
6/18/2019,P005620511,6000,W,57TH ST,8-4-081(a)     Public Urination
6/18/2019,P005845482,900,W,ADDISON ST,8-4-081(a)     Public Urination
6/18/2019,P005845485,900,W,ADDISON ST,8-4-081(a)     Public Urination
6/18/2019,P005845486,900,W,ADDISON ST,8-4-081(a)     Public Urination
6/18/2019,P005770760,800,E,79TH ST,8-4-081(a)     Public Urination
6/18/2019,P005770385,7600,S,HALSTED,8-4-081(a)     Public Urination
6/18/2019,P005916798,1000,W,WILSON,8-4-081(a)     Public Urination
6/18/2019,P005918792,2400,S,PULASKI,8-4-081(a)     Public Urination
6/18/2019,P005908987,1000,W,BELMONT,8-4-081(a)     Public Urination
6/18/2019,P005804552,900,W,ADDISON,8-4-081(a)     Public Urination
6/18/2019,P005804554,900,W,ADDISON,8-4-081(a)     Public Urination
6/18/2019,P005804555,900,W,ADDISON,8-4-081(a)     Public Urination
6/18/2019,P005806685,4500,S,CICERO,8-4-081(a)     Public Urination
6/18/2019,P005804916,900,W,ADDISON,8-4-081(a)     Public Urination
6/18/2019,P005804917,900,W,ADDISON,8-4-081(a)     Public Urination
6/19/2019,P005688588,8900,S,COMMERCIAL,8-4-081(a)     Public Urination
6/19/2019,P005665061,1400,S,CANAL ST,8-4-081(a)     Public Urination
6/19/2019,P005689392,3100,N,MILWAUKEE AVE,8-4-081(a)     Public Urination
6/19/2019,P005672338,3900,W,AUGUSTA,8-4-081(a)     Public Urination
6/19/2019,P005736554,1200,S,BLUE ISLAND,8-4-081(a)     Public Urination
6/19/2019,P005728645,10,W,KINZIE ST,8-4-081(a)     Public Urination
6/19/2019,P005728222,1200,S,CANAL ST,8-4-081(a)     Public Urination
6/19/2019,P005620985,6300,S,RACINE,8-4-081(a)     Public Urination
6/19/2019,P005822395,10500,S,WALLACE,8-4-081(a)     Public Urination
6/19/2019,P005795060,2500,S,KEDZIE,8-4-081(a)     Public Urination
6/20/2019,P005260789,10,W,ILLINOIS,8-4-081(a)     Public Urination
6/20/2019,P005459884,1600,N,HOYNE,8-4-081(a)     Public Urination
6/20/2019,P005517394,200,S,STATE ST,8-4-081(a)     Public Urination
6/20/2019,P005474361,4400,W,CONGRESS,8-4-081(a)     Public Urination
6/20/2019,P005687855,2600,E,78TH ST,8-4-081(a)     Public Urination
6/20/2019,P005663848,700,S,PHILLIPS,8-4-081(a)     Public Urination
6/20/2019,P005672361,3900,W,ADAMS,8-4-081(a)     Public Urination
6/20/2019,P005806193,6200,S,CAMPBELL,8-4-081(a)     Public Urination
6/20/2019,P005770368,10,W,119TH ST,8-4-081(a)     Public Urination
6/20/2019,P005770478,7800,S,COMMERCIAL,8-4-081(a)     Public Urination
6/20/2019,P005743557,4800,W,LAKE,8-4-081(a)     Public Urination
6/20/2019,P005822306,9600,S,EMERALD ST,8-4-081(a)     Public Urination
6/20/2019,P005918796,3800,W,ROOSEVELT,8-4-081(a)     Public Urination
6/20/2019,P005812058,6200,S,MAPLEWOOD,8-4-081(a)     Public Urination
6/20/2019,P005807258,6300,S,VERNON,8-4-081(a)     Public Urination
6/21/2019,P005472305,4100,W,AUGUSTA,8-4-081(a)     Public Urination
6/21/2019,P005679112,2200,N,LINCOLN,8-4-081(a)     Public Urination
6/21/2019,P005662139,100,,UNKNOWN,8-4-081(a)     Public Urination
6/21/2019,P005692709,4300,N,SHERIDAN,8-4-081(a)     Public Urination
6/21/2019,P005732614,3700,W,CHICAGO,8-4-081(a)     Public Urination
6/21/2019,P005852849,3000,S,HOMAN,8-4-081(a)     Public Urination
6/21/2019,P005852850,1600,S,KEDZIE,8-4-081(a)     Public Urination
6/21/2019,P005793837,6600,S,WESTERN,8-4-081(a)     Public Urination
6/21/2019,P005806394,7800,S,WESTERN,8-4-081(a)     Public Urination
6/21/2019,P005806107,7000,S,WESTERN,8-4-081(a)     Public Urination
6/21/2019,P005705678,10,W,WALTON ST,8-4-081(a)     Public Urination
6/21/2019,P005770337,2600,E,95TH ST,8-4-081(a)     Public Urination
6/21/2019,P005765631,5500,N,KENMORE,8-4-081(a)     Public Urination
6/21/2019,P005911666,10300,S,TORRENCE AVE,8-4-081(a)     Public Urination
6/21/2019,P005812059,6900,S,WESTERN,8-4-081(a)     Public Urination
6/21/2019,P005811837,6300,S,ARTESIAN,8-4-081(a)     Public Urination
6/21/2019,P005799544,6300,S,VERNON,8-4-081(a)     Public Urination
6/21/2019,P005804920,900,W,ADDISON,8-4-081(a)     Public Urination
6/22/2019,P003319129,5900,S,CARPENTER,8-4-081(a)     Public Urination
6/22/2019,P004191456,800,E,79TH,8-4-081(a)     Public Urination
6/22/2019,P005662130,3600,W,CHICAGO,8-4-081(a)     Public Urination
6/22/2019,P005647724,3100,W,MADISON,8-4-081(a)     Public Urination
6/22/2019,P005780741,4200,S,PRAIRIE,8-4-081(a)     Public Urination
6/22/2019,P005703391,1900,S,CENTRAL PARK,8-4-081(a)     Public Urination
6/22/2019,P005786466,3700,N,HALSTED,8-4-081(a)     Public Urination
6/22/2019,P005785807,1200,N,MILWAUKEE,8-4-081(a)     Public Urination
6/22/2019,P005807827,1500,E,66TH PLACE,8-4-081(a)     Public Urination
6/22/2019,P005852786,1200,S,AVERS,8-4-081(a)     Public Urination
6/22/2019,P005773222,700,S,CICERO AVE,8-4-081(a)     Public Urination
6/22/2019,P005770906,8200,S,KINGSTON,8-4-081(a)     Public Urination
6/22/2019,P005845030,900,W,BELMONT,8-4-081(a)     Public Urination
6/22/2019,P005845701,900,W,BELMONT ST,8-4-081(a)     Public Urination
6/22/2019,P005830011,6700,S,WESTERN,8-4-081(a)     Public Urination
6/22/2019,P005811192,6000,S,ARTESIAN,8-4-081(a)     Public Urination
6/22/2019,P005811838,7000,S,WESTERN,8-4-081(a)     Public Urination
6/22/2019,P005811477,2400,W,71ST,8-4-081(a)     Public Urination
6/22/2019,P005795356,1900,W,51ST ST,8-4-081(a)     Public Urination
6/23/2019,P005491066,3400,N,HALSTED,8-4-081(a)     Public Urination
6/23/2019,P005380077,3100,W,ROOSEVELT,8-4-081(a)     Public Urination
6/23/2019,P005528428,200,N,LAFLIN,8-4-081(a)     Public Urination
6/23/2019,P005508470,2600,W,LUTHER,8-4-081(a)     Public Urination
6/23/2019,P005557758,4400,N,KIMBALL,8-4-081(a)     Public Urination
6/23/2019,P005557759,4400,N,KIMBALL,8-4-081(a)     Public Urination
6/23/2019,P005569154,4900,S,CALUMET,8-4-081(a)     Public Urination
6/23/2019,P005664236,10300,S,PRINCETON ST,8-4-081(a)     Public Urination
6/23/2019,P005692571,3400,N,HALSTED ST,8-4-081(a)     Public Urination
6/23/2019,P005691014,800,W,ALDINE,8-4-081(a)     Public Urination
6/23/2019,P005668709,3400,N,HALSTED,8-4-081(a)     Public Urination
6/23/2019,P005668150,3300,N,HALSTED ST,8-4-081(a)     Public Urination
6/23/2019,P005650304,4900,N,MILWAUKEE,8-4-081(a)     Public Urination
6/23/2019,P005643799,2600,S,CHRISTIANA,8-4-081(a)     Public Urination
6/23/2019,P005720984,4100,W,MADISON ST,8-4-081(a)     Public Urination
6/23/2019,P005785612,1200,N,ASHLAND,8-4-081(a)     Public Urination
6/23/2019,P005717614,4000,W,PULASKI,8-4-081(a)     Public Urination
6/23/2019,P005793865,6900,S,WESTERN,8-4-081(a)     Public Urination
6/23/2019,P005770369,10200,S,MICHIGAN,8-4-081(a)     Public Urination
6/23/2019,P005703967,4100,S,ARCHER,8-4-081(a)     Public Urination
6/23/2019,P005917134,4400,N,BROADWAY,8-4-081(a)     Public Urination
6/23/2019,P005823413,3200,N,CLARK ST,8-4-081(a)     Public Urination
6/23/2019,P005822723,4400,N,BROADWAY,8-4-081(a)     Public Urination
6/23/2019,P005909790,3400,N,HALSTED ST,8-4-081(a)     Public Urination
6/23/2019,P005909791,3400,N,HALSTED ST,8-4-081(a)     Public Urination
6/24/2019,P005480832,100,W,95TH ST,8-4-081(a)     Public Urination
6/24/2019,P005451041,300,N,LARAMIE,8-4-081(a)     Public Urination
6/24/2019,P005664287,8300,S,COTTAGE GROVE,8-4-081(a)     Public Urination
6/24/2019,P005707531,3400,W,MELROSE,8-4-081(a)     Public Urination
6/24/2019,P005691015,3300,N,HALSTED ST,8-4-081(a)     Public Urination
6/24/2019,P005664268,10,E,103RD ST,8-4-081(a)     Public Urination
6/24/2019,P005664165,9500,S,HALSTED,8-4-081(a)     Public Urination
6/24/2019,P005643499,5400,S,BISHOP,8-4-081(a)     Public Urination
6/24/2019,P005728456,10,E,IDA B WELLS DR,8-4-081(a)     Public Urination
6/24/2019,P005728476,10,E,ROOSEVELT RD,8-4-081(a)     Public Urination
6/24/2019,P005728223,200,S,STATE ST,8-4-081(a)     Public Urination
6/24/2019,P005729685,2200,N,LINCOLN,8-4-081(a)     Public Urination
6/24/2019,P005615046,200,W,VAN BUREN,8-4-081(a)     Public Urination
6/24/2019,P005794914,300,N,WABASH,8-4-081(a)     Public Urination
6/24/2019,P005909258,4600,N,LINCOLN,8-4-081(a)     Public Urination
6/24/2019,P005916607,3500,N,CLARK,8-4-081(a)     Public Urination
6/24/2019,P005845630,10,E,ROOSEVELT ST,8-4-081(a)     Public Urination
6/24/2019,P005830015,6900,S,ROCKWELL,8-4-081(a)     Public Urination
6/24/2019,P005830071,6100,S,KEDZIE,8-4-081(a)     Public Urination
6/25/2019,P003319155,700,E,83RD ST,8-4-081(a)     Public Urination
6/25/2019,P005567434,3500,S,INDIANA,8-4-081(a)     Public Urination
6/25/2019,P005478046,1500,W,MARQUTTE,8-4-081(a)     Public Urination
6/25/2019,P005699193,5500,S,ASHLAND,8-4-081(a)     Public Urination
6/25/2019,P005663988,800,E,79TH,8-4-081(a)     Public Urination
6/25/2019,P005647826,6300,S,LAFLIN ST,8-4-081(a)     Public Urination
6/25/2019,P005647967,4000,W,MAYPOLE,8-4-081(a)     Public Urination
6/25/2019,P005643801,2400,S,MILLARD,8-4-081(a)     Public Urination
6/25/2019,P005724379,800,E,79TH ST,8-4-081(a)     Public Urination
6/25/2019,P005725150,1600,E,79TH ST,8-4-081(a)     Public Urination
6/25/2019,P005785805,1500,W,LUIS MUNOZ DR,8-4-081(a)     Public Urination
6/25/2019,P005806770,6000,S,KEDZIE,8-4-081(a)     Public Urination
6/25/2019,P005793868,6900,S,WESTERN,8-4-081(a)     Public Urination
6/25/2019,P005807245,6600,S,COTTAGE GROVE,8-4-081(a)     Public Urination
6/25/2019,P005773072,5200,W,VAN BUREN ST,8-4-081(a)     Public Urination
6/25/2019,P005771009,7900,S,HALSTED,8-4-081(a)     Public Urination
6/25/2019,P005800521,1600,E,75TH ST,8-4-081(a)     Public Urination
6/25/2019,P005830016,7000,S,WESTERN,8-4-081(a)     Public Urination
6/25/2019,P005802098,6900,N,RAVENSWOOD,8-4-081(a)     Public Urination
6/26/2019,P005668664,3400,N,CLARK,8-4-081(a)     Public Urination
6/26/2019,P005642666,2000,S,PULASKI RD,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
6/26/2019,P005806395,2400,W,69 ST,8-4-081(a)     Public Urination
6/26/2019,P005844865,900,W,ADDISON,8-4-081(a)     Public Urination
6/26/2019,P005852743,2900,W,ROOSEVELT,8-4-081(a)     Public Urination
6/26/2019,P005707592,6300,W,IRVING PK,8-4-081(a)     Public Urination
6/26/2019,P005804922,900,W,ADDISON,8-4-081(a)     Public Urination
6/26/2019,P005811612,6900,S,ARTESIAN,8-4-081(a)     Public Urination
6/26/2019,P005794720,1200,S,TROY,8-4-081(a)     Public Urination
6/26/2019,P005804921,900,W,MADISON,8-4-081(a)     Public Urination
6/27/2019,P005262018,3500,S,ARCHER,8-4-081(a)     Public Urination
6/27/2019,P005262019,4200,S,RICHMOND,8-4-081(a)     Public Urination
6/27/2019,P005663832,400,E,103RD ST,8-4-081(a)     Public Urination
6/27/2019,P005664282,700,E,79TH ST,8-4-081(a)     Public Urination
6/27/2019,P005647873,1400,S,SPRINGFIELD ST,8-4-081(a)     Public Urination
6/27/2019,P005832262,700,N,WELLS,8-4-081(a)     Public Urination
6/27/2019,P005806090,600,S,WESTERN,8-4-081(a)     Public Urination
6/28/2019,P005115205,1100,N,LASALLE,8-4-081(a)     Public Urination
6/28/2019,P005528263,2300,W,CHICAGO,8-4-081(a)     Public Urination
6/28/2019,P005664284,800,E,86TH ST,8-4-081(a)     Public Urination
6/28/2019,P005692421,4400,N,BROADWAY,8-4-081(a)     Public Urination
6/28/2019,P005661657,3000,W,VAN BUREN ST,8-4-081(a)     Public Urination
6/28/2019,P005647968,1500,W,63RD ST,8-4-081(a)     Public Urination
6/28/2019,P005653366,1100,N,AVERS,8-4-081(a)     Public Urination
6/28/2019,P005647245,11900,S,MICHIGAN,8-4-081(a)     Public Urination
6/28/2019,P005650898,5700,N,BROADWAY,8-4-081(a)     Public Urination
6/28/2019,P005785071,2100,N,MAPLEWOOD,8-4-081(a)     Public Urination
6/28/2019,P005780783,4600,S,INDIANA,8-4-081(a)     Public Urination
6/28/2019,P005852874,5100,S,KEDZIE,8-4-081(a)     Public Urination
6/28/2019,P005770937,10200,S,MICHIGAN,8-4-081(a)     Public Urination
6/28/2019,P005711564,3400,W,LAWRENCE,8-4-081(a)     Public Urination
6/28/2019,P005830019,7100,S,FAIRFIELD,8-4-081(a)     Public Urination
6/28/2019,P005821620,9200,S,HALSTED ST,8-4-081(a)     Public Urination
6/28/2019,P005917238,8600,S,COMMERCIAL,8-4-081(a)     Public Urination
6/29/2019,P003319163,5900,S,THROOP,8-4-081(a)     Public Urination
6/29/2019,P005474257,400,S,CICERO,8-4-081(a)     Public Urination
6/29/2019,P005686751,3000,E,CHELTENHAM,8-4-081(a)     Public Urination
6/29/2019,P005680534,10,W,DIVISION ST,8-4-081(a)     Public Urination
6/29/2019,P005682116,1400,W,FULTON ST,8-4-081(a)     Public Urination
6/29/2019,P005684681,10300,S,RHODES,8-4-081(a)     Public Urination
6/29/2019,P005687863,7900,S,ANTHONY AVE,8-4-081(a)     Public Urination
6/29/2019,P005682227,2100,W,JACKSON,8-4-081(a)     Public Urination
6/29/2019,P005699621,6800,S,ASHLAND AVE,8-4-081(a)     Public Urination
6/29/2019,P005685078,10,E,100TH PL,8-4-081(a)     Public Urination
6/29/2019,P005793840,6800,S,MAPLEWOOD,8-4-081(a)     Public Urination
6/29/2019,P005799397,7400,S,STONY ISLAND,8-4-081(a)     Public Urination
6/29/2019,P005796322,4600,W,FULLERTON,8-4-081(a)     Public Urination
6/30/2019,P005119557,1300,N,HUMBOLDT,8-4-081(a)     Public Urination
6/30/2019,P005457635,400,W,WILSON,8-4-081(a)     Public Urination
6/30/2019,P005464344,800,N,LATROBE,8-4-081(a)     Public Urination
6/30/2019,P005552373,1900,S,KEDZIE,8-4-081(a)     Public Urination
6/30/2019,P005536291,10,W,79TH ST,8-4-081(a)     Public Urination
6/30/2019,P005550435,3600,W,OGDEN,8-4-081(a)     Public Urination
6/30/2019,P005680537,10,W,ELM ST,8-4-081(a)     Public Urination
6/30/2019,P005691616,3200,N,HALSTED ST,8-4-081(a)     Public Urination
6/30/2019,P005675520,6300,S,CAMPBELL,8-4-081(a)     Public Urination
6/30/2019,P005699195,5700,S,DAMEN,8-4-081(a)     Public Urination
6/30/2019,P005663907,7900,S,COTTAGE GROVE,8-4-081(a)     Public Urination
6/30/2019,P005732130,10,N,HOMAN,8-4-081(a)     Public Urination
6/30/2019,P005845567,10,W,87TH,8-4-081(a)     Public Urination
6/30/2019,P005796659,4100,S,ARCHER,8-4-081(a)     Public Urination
6/30/2019,P005852634,3900,W,ROOSEVELT RD,8-4-081(a)     Public Urination
6/30/2019,P005802108,7400,N,WESTERN,8-4-081(a)     Public Urination
7/1/2019,P003319131,8100,S,COTTAGE GROVE,8-4-081(a)     Public Urination
7/1/2019,P005570019,4600,S,COTTAGE ST,8-4-081(a)     Public Urination
7/1/2019,P005692422,4400,N,BROADWAY,8-4-081(a)     Public Urination
7/1/2019,P005664333,1600,W,69TH ST,8-4-081(a)     Public Urination
7/1/2019,P005668289,1900,W,WELLINGTON,8-4-081(a)     Public Urination
7/1/2019,P005664119,8100,S,HALSTED ST,8-4-081(a)     Public Urination
7/1/2019,P005638927,2100,S,HAMLIN,8-4-081(a)     Public Urination
7/1/2019,P005621089,1600,W,63 ST,8-4-081(a)     Public Urination
7/1/2019,P005793873,5400,S,SPAULDING,8-4-081(a)     Public Urination
7/1/2019,P005793874,6200,S,ARTESIAN,8-4-081(a)     Public Urination
7/1/2019,P005821970,9800,S,HALSTED,8-4-081(a)     Public Urination
7/1/2019,P005918798,3000,W,ROOSEVELT,8-4-081(a)     Public Urination
7/1/2019,P005807602,6100,S,KING,8-4-081(a)     Public Urination
7/1/2019,P005822484,1500,W,91ST ST,8-4-081(a)     Public Urination
7/2/2019,P005566334,10,E,95TH ST,8-4-081(a)     Public Urination
7/2/2019,P005567435,10,E,57TH,8-4-081(a)     Public Urination
7/2/2019,P005662161,700,S,CICERO,8-4-081(a)     Public Urination
7/2/2019,P005668604,2800,N,BROADWAY,8-4-081(a)     Public Urination
7/2/2019,P005646686,10,E,98TH ST,8-4-081(a)     Public Urination
7/2/2019,P005773186,5100,W,MADISON ST,8-4-081(a)     Public Urination
7/2/2019,P005770315,500,E,103RD ST,8-4-081(a)     Public Urination
7/2/2019,P005918563,10,E,KINZIE,8-4-081(a)     Public Urination
7/3/2019,P005560363,2700,S,HALSTED ST,8-4-081(a)     Public Urination
7/3/2019,P005633257,400,E,79TH ST,8-4-081(a)     Public Urination
7/3/2019,P005682820,600,E,67TH ST,8-4-081(a)     Public Urination
7/3/2019,P005668965,200,,MONTROSE HBR DR,8-4-081(a)     Public Urination
7/3/2019,P005641281,3100,W,26TH ST,8-4-081(a)     Public Urination
7/3/2019,P005736056,1400,W,17TH ST,8-4-081(a)     Public Urination
7/3/2019,P005721105,8100,S,ASHLAND,8-4-081(a)     Public Urination
7/3/2019,P005785030,1300,N,CALIFORNIA,8-4-081(a)     Public Urination
7/3/2019,P005719909,2800,W,NORTH AVE,8-4-081(a)     Public Urination
7/3/2019,P005627676,4300,N,CICERO,8-4-081(a)     Public Urination
7/3/2019,P005844866,10,N,DEARBORN,8-4-081(a)     Public Urination
7/3/2019,P005806166,5900,S,WASHINGTON,8-4-081(a)     Public Urination
7/3/2019,P005918076,2900,E,87TH ST,8-4-081(a)     Public Urination
7/3/2019,P005799399,1000,E,67TH ST,8-4-081(a)     Public Urination
7/3/2019,P005852586,1900,E,71ST,8-4-081(a)     Public Urination
7/3/2019,P005830131,7000,S,WESTERN,8-4-081(a)     Public Urination
7/3/2019,P005811197,6300,S,WESTERN,8-4-081(a)     Public Urination
7/4/2019,P005481313,1600,W,79TH ST,8-4-081(a)     Public Urination
7/4/2019,P005574902,6900,N,CLARK ST,8-4-081(a)     Public Urination
7/4/2019,P005594159,4200,S,COMMERCIAL,8-4-081(a)     Public Urination
7/4/2019,P005663894,100,W,127TH ST,8-4-081(a)     Public Urination
7/4/2019,P005664452,8000,S,COTTAGE GROVE,8-4-081(a)     Public Urination
7/4/2019,P005685104,11100,S,MICHIGAN,8-4-081(a)     Public Urination
7/4/2019,P005663911,7900,S,COTTAGE GROVE,8-4-081(a)     Public Urination
7/4/2019,P005683233,2100,E,71ST,8-4-081(a)     Public Urination
7/4/2019,P005664960,2200,S,MICHIGAN,8-4-081(a)     Public Urination
7/4/2019,P005644245,3200,W,CERMAK RD,8-4-081(a)     Public Urination
7/4/2019,P005650479,5600,N,MARMORA AVE,8-4-081(a)     Public Urination
7/4/2019,P005717667,10200,W,ZEMKE,8-4-081(a)     Public Urination
7/4/2019,P005780931,5000,S,KING DR,8-4-081(a)     Public Urination
7/4/2019,P005794440,3600,S,KEDZIE,8-4-081(a)     Public Urination
7/4/2019,P005811212,5800,S,NORMANDY,8-4-081(a)     Public Urination
7/4/2019,P005823580,100,,UNKNOWN,8-4-081(a)     Public Urination
7/5/2019,P005504263,2100,N,LINCOLN,8-4-081(a)     Public Urination
7/5/2019,P005573463,7400,N,ROGERS,8-4-081(a)     Public Urination
7/5/2019,P005699176,6200,S,RACINE,8-4-081(a)     Public Urination
7/5/2019,P005699759,1600,W,69TH ST,8-4-081(a)     Public Urination
7/5/2019,P005641282,3200,W,25TH ST,8-4-081(a)     Public Urination
7/5/2019,P005735962,10,N,ALBANY,8-4-081(a)     Public Urination
7/5/2019,P005721107,600,S,HOMAN,8-4-081(a)     Public Urination
7/5/2019,P005703414,2800,W,38TH ST,8-4-081(a)     Public Urination
7/5/2019,P005728058,10,E,HARRISON,8-4-081(a)     Public Urination
7/5/2019,P005620371,3400,S,INDIANA,8-4-081(a)     Public Urination
7/5/2019,P005741972,6100,S,MARTIN L KING DR,8-4-081(a)     Public Urination
7/5/2019,P005770587,3000,E,89TH ST,8-4-081(a)     Public Urination
7/5/2019,P005821848,9100,S,HALSTED,8-4-081(a)     Public Urination
7/5/2019,P005830102,4600,W,63RD ST,8-4-081(a)     Public Urination
7/6/2019,P004858417,4400,W,MADISON,8-4-081(a)     Public Urination
7/6/2019,P005478854,10,W,INDIANA,8-4-081(a)     Public Urination
7/6/2019,P005456223,10,S,LOCKWOOD ST,8-4-081(a)     Public Urination
7/6/2019,P005513298,1100,W,ARGYLE ST,8-4-081(a)     Public Urination
7/6/2019,P005560231,2500,S,STEWART,8-4-081(a)     Public Urination
7/6/2019,P005577422,6600,S,RHODES,8-4-081(a)     Public Urination
7/6/2019,P005602970,5500,S,LASALLE ST,8-4-081(a)     Public Urination
7/6/2019,P005694901,800,N,DRAKE,8-4-081(a)     Public Urination
7/6/2019,P005683283,6100,S,KING DR,8-4-081(a)     Public Urination
7/6/2019,P005691562,4700,N,RACINE,8-4-081(a)     Public Urination
7/6/2019,P005682394,600,E,67TH ST,8-4-081(a)     Public Urination
7/6/2019,P005661413,800,N,TRUMBULL,8-4-081(a)     Public Urination
7/6/2019,P005644205,3900,W,28TH ST,8-4-081(a)     Public Urination
7/6/2019,P005653854,5000,W,BELDEN ST,8-4-081(a)     Public Urination
7/6/2019,P005647969,3100,W,MADISON,8-4-081(a)     Public Urination
7/6/2019,P005643083,2600,S,TROY,8-4-081(a)     Public Urination
7/6/2019,P005727409,800,W,87TH ST,8-4-081(a)     Public Urination
7/6/2019,P005720968,10,S,LOTUS,8-4-081(a)     Public Urination
7/6/2019,P005720399,5100,W,MADISON ST,8-4-081(a)     Public Urination
7/6/2019,P005720962,400,N,CENTRAL,8-4-081(a)     Public Urination
7/6/2019,P005773161,5600,W,MADISON,8-4-081(a)     Public Urination
7/6/2019,P005770303,7100,S,VINCENES,8-4-081(a)     Public Urination
7/6/2019,P005800324,600,S,STONY ISLAND,8-4-081(a)     Public Urination
7/6/2019,P005823609,3900,N,CLARK,8-4-081(a)     Public Urination
7/6/2019,P005794773,200,W,63RD,8-4-081(a)     Public Urination
7/6/2019,P005811484,5000,S,LAWNDALE,8-4-081(a)     Public Urination
7/6/2019,P005909794,3700,N,HALSTED ST,8-4-081(a)     Public Urination
7/7/2019,P005480645,100,E,75TH ST,8-4-081(a)     Public Urination
7/7/2019,P005451301,5100,W,LAKE,8-4-081(a)     Public Urination
7/7/2019,P005546266,7100,S,PEORIA,8-4-081(a)     Public Urination
7/7/2019,P005640900,1500,E,HARPER CT,8-4-081(a)     Public Urination
7/7/2019,P005474516,1200,S,ROOSEVELT,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
7/7/2019,P005687859,7500,S,COLES,8-4-081(a)     Public Urination
7/7/2019,P005699732,5500,S,ASHLAND,8-4-081(a)     Public Urination
7/7/2019,P005664337,10200,S,MICHIGAN,8-4-081(a)     Public Urination
7/7/2019,P005668010,1100,W,ADDISON,8-4-081(a)     Public Urination
7/7/2019,P005699998,6600,S,SANGAMON,8-4-081(a)     Public Urination
7/7/2019,P005648370,600,N,FRANKLIN ST,8-4-081(a)     Public Urination
7/7/2019,P005672381,400,N,HAMLIN,8-4-081(a)     Public Urination
7/7/2019,P005786480,400,W,MONTROSE HARB DR,8-4-081(a)     Public Urination
7/7/2019,P005720993,5000,W,MADISON ST,8-4-081(a)     Public Urination
7/7/2019,P005721109,6300,S,ASHLAND,8-4-081(a)     Public Urination
7/7/2019,P005720400,10,N,CENTRAL,8-4-081(a)     Public Urination
7/7/2019,P005610662,4800,W,CHICAGO,8-4-081(a)     Public Urination
7/7/2019,P005604890,7000,S,WESTERN,8-4-081(a)     Public Urination
7/7/2019,P005811733,6200,S,WESTERN,8-4-081(a)     Public Urination
7/8/2019,P005569688,5200,S,LAKE PARK,8-4-081(a)     Public Urination
7/8/2019,P005699876,5500,S,ASHLAND,8-4-081(a)     Public Urination
7/8/2019,P005807178,6300,S,VERNON,8-4-081(a)     Public Urination
7/8/2019,P005852601,2900,S,HALSTED,8-4-081(a)     Public Urination
7/8/2019,P005833440,1500,W,HOWARD ST,8-4-081(a)     Public Urination
7/8/2019,P005833441,1600,W,HOWARD ST,8-4-081(a)     Public Urination
7/8/2019,P005822318,9400,S,ASHLAND,8-4-081(a)     Public Urination
7/8/2019,P005811629,6600,S,WESTERN,8-4-081(a)     Public Urination
7/9/2019,P005380437,7800,S,OAKLEY,8-4-081(a)     Public Urination
7/9/2019,P005669162,4500,N,HAZEL,8-4-081(a)     Public Urination
7/9/2019,P005684511,11000,S,MICHIGAN,8-4-081(a)     Public Urination
7/9/2019,P005670665,10,W,95 STREET,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
7/9/2019,P005735966,31300,W,WASHINGTON,8-4-081(a)     Public Urination
7/9/2019,P005845133,700,S,CICERO,8-4-081(a)     Public Urination
7/9/2019,P005807307,6300,S,VERNON,8-4-081(a)     Public Urination
7/9/2019,P005799401,600,E,67TH ST,8-4-081(a)     Public Urination
7/9/2019,P005795329,6700,S,DORCHSTER,8-4-081(a)     Public Urination
7/10/2019,P005472306,4000,W,LAKE ST,8-4-081(a)     Public Urination
7/10/2019,P005676066,10,S,STATE,8-4-081(a)     Public Urination
7/10/2019,P005618659,600,S,MICHIGAN,8-4-081(a)     Public Urination
